2025 69273640
2020 67886011
2019 67530172
2018 67141684
2017 66727461
2016 66297944
2015 65860146
2010 63459808
2005 60287954
2000 58923309
1995 57932453
1990 57134391
1985 56413553
1980 56209171
1975 56152333
1970 55573453
1965 54240850
1960 52370602
1955 51063902
